order_id,order_date,customer_id,customer_name,customer_email,customer_phone,channel,region,sku,category,qty,unit_price,discount,tax,shipping_cost
ORD-2024-020446,2025-04-14T00:00:00,CUST-015648,Kai Williams,jordan.lewis6402@example.com,,Online,West,APP-001,Apparel,6.0,24.72003414792169,3.44402427346851,11.355334310317021,13.078380062143943
ORD-2025-028379,2025-02-24T00:00:00,CUST-011169,Skyler Thompson,drew.jackson692@outlook.com,+1 785 422 7866,Online,East,ELE-003,Electronics,4.0,126.31772983246918,3.6766231604414394,39.05164475764958,11.307732278945847
ORD-2025-002515,2025-03-21T00:00:00,CUST-011773,,,,Partner,South,APP-002,Apparel,1.0,36.50718210092495,4.515891749764986,2.5386124154800047,6.22703023622276
ORD-2025-054915,2025-06-25T00:00:00,CUST-006894,,logan.taylor5002@contoso.com,(312) 408-9685,Retail,East,HOM-008,Home,1.0,88.83574106859537,3.8572587744963656,6.7762344074803345,6.346359033090441
ORD-2025-031097,2025-08-23T00:00:00,CUST-007844,,liam.harris6698@acme.com,,Online,East,APP-014,Apparel,2.0,60.00177638229385,0.6137021606251817,9.776422705102672,7.200399322937793
ORD-2025-055383,2024-08-26T00:00:00,CUST-013441,,aiden.lopez9078@example.com,,Email,North,APP-024,Apparel,1.0,36.844805743042286,0.6133318568326713,2.8729642735835212,6.261633114740354
ORD-2025-009635,2024-09-11T00:00:00,CUST-009281,,elliot.martinez1057@outlook.com,(702) 922-2405,Online,West,SPO-013,Sports,1.0,69.07656764753906,4.492236204294196,5.043592169882717,5.708700575981055
ORD-2024-043454,2025-08-26T00:00:00,CUST-002351,Sawyer Smith,drew.smith6827@spam.test,+1-503-785-5459 ext 49,Retail,East,TOY-024,Toys,7.0,25.965544748451318,7.521552194128246,13.888514586255083,16.008932239704446
ORD-2025-045653,2025-03-30T00:00:00,CUST-016024,Aiden Perez,aiden.jones6676@gmail.com,425-749-8858,Online,North,HOM-014,Home,1.0,47.5844625635969,4.43063979756702,3.607389824181348,5.888786770736024
ORD-2024-033244,2024-04-16T00:00:00,CUST-015201,,,,Retail,East,TOY-018,Toys,1.0,29.711299609909645,1.268504306020987,2.2572762001933615,6.064058892346873
ORD-2024-010586,2024-10-04T00:00:00,CUST-012096,,jamie.johnson7383@acme.com,+1-415-145-1642 ext 35,Online,West,BEA-007,Beauty,6.0,21.526095171260337,14.046362321371626,8.870393582132973,14.696597858843964
ORD-2025-009823,2025-04-15T00:00:00,CUST-014560,Drew Williams,reese.lopez3152@example.com,+1 646 714 6264,Partner,South,SPO-004,Sports,4.0,62.5681974796765,3.1081265168973182,20.581427411275467,10.849763628229603
ORD-2025-027267,2025-03-05T00:00:00,CUST-003018,Rowan Jackson,rowan.brown1945@acme.com,646.264.3873,Retail,West,SPO-003,Sports,2.0,81.9301976242593,1.8174969259417955,13.471427334768805,7.1456073833955625
ORD-2025-026739,2024-11-09T00:00:00,CUST-019456,,,,Wholesale,East,SPO-017,Sports,1.0,61.85369750573385,0.784186305166158,4.817300875415125,5.691112860466643
ORD-2024-041032,2024-10-29T00:00:00,CUST-010951,Aiden White,,,Online,East,ELE-021,Electronics,4.0,84.46744112496161,4.734177578778365,26.566513276569506,11.12534898429308
ORD-2025-057889,2025-08-10T00:00:00,CUST-012697,Reese Miller,olivia.miller8605@contoso.com,201.276.7566,Online,East,TOY-016,Toys,3.0,20.15924723135384,1.2435160979856072,4.5096619973012775,8.626264249448084
ORD-2024-001128,2024-11-26T00:00:00,CUST-004307,,elliot.harris1515@yahoo.com,,Online,West,TOY-024,Toys,5.0,39.244923588227394,5.425532495159721,15.941610110422724,12.594327541809905
ORD-2025-013081,2024-09-02T00:00:00,CUST-015581,,mia.rodriguez7455@yahoo.com,,Social,International,HOM-018,Home,3.0,42.886568806654026,5.186620225090104,10.295449351060043,24.4732938232668
ORD-2025-032365,2024-08-05T00:00:00,CUST-011262,Aiden Davis,noah.miller3719@yahoo.com,,Online,East,ELE-021,Electronics,3.0,100.23514696189126,0.20339821530009264,24.60815670793125,9.77416373126782
ORD-2024-020196,2025-06-12T00:00:00,CUST-004354,,hayden.anderson1174@example.com,702-571-7436,Online,North,SPO-010,Sports,4.0,78.96060870347875,1.9528009518979834,24.88661424787598,11.471976536695628
ORD-2024-005524,2024-12-24T00:00:00,CUST-011827,Riley Sanchez,jamie.wilson7085@spam.test,425-921-4645,Retail,North,ELE-008,Electronics,3.0,105.32989998073819,9.60977952583379,23.70496386065341,9.538870841784032
ORD-2025-021309,2025-08-11T00:00:00,CUST-017395,,riley.thomas335@spam.test,201.671.1959,Retail,East,SPO-004,Sports,5.0,86.75582402991512,4.023313950311625,35.15044233756941,11.762304223049014
ORD-2025-017587,2025-04-03T00:00:00,CUST-006537,Mia Jones,,503-987-8555,Partner,East,BEA-016,Beauty,9.0,25.07240264072109,1.6922476192902196,18.35196761856263,19.14119036351293
ORD-2024-052612,2024-05-18T00:00:00,CUST-006129,Emma Lopez,,(201) 683-6291,Retail,South,TOY-006,Toys,6.0,27.763822803575668,1.9093269669127317,13.654244718443733,13.28002236289189
ORD-2024-026688,2024-11-13T00:00:00,CUST-017040,Alex Harris,riley.martinez3355@contoso.com,(415) 882-8207,Online,International,APP-011,Apparel,1.0,34.03547973979287,3.2089275005384366,2.4536917186373266,13.734614298615588
ORD-2025-028393,2025-07-14T00:00:00,CUST-009596,,reese.brown6251@acme.com,646-688-3680,Social,East,APP-018,Apparel,7.0,34.393974664959075,3.636928130122314,19.38809068115561,15.057448365534816
ORD-2025-039477,2024-02-14T00:00:00,CUST-015344,,,(201) 481-2537,Online,South,ELE-020,Electronics,1.0,104.48496577759363,4.0208352444576585,8.242431986465853,6.042144893712687
ORD-2024-043228,2024-11-25T00:00:00,CUST-009507,,liam.martin5259@yahoo.com,+1 415 494 1701,Retail,West,APP-016,Apparel,1.0,66.22340079168632,4.169526489360322,5.107464545244494,5.813908193788252
ORD-2024-048958,2024-08-31T00:00:00,CUST-002879,,casey.jackson5304@example.com,,Online,North,SPO-006,Sports,2.0,83.90740653788042,1.7681940952840614,13.684611505085721,7.728103266515443
ORD-2024-037318,2024-05-18T00:00:00,CUST-002566,Hayden Lewis,alex.taylor9349@acme.com,,Online,South,ELE-008,Electronics,,134.8519098635313,0.998488218965546,11.151532938321076,6.364264976242246
ORD-2025-020375,2024-12-09T00:00:00,CUST-002381,,,(206) 323-7166,Online,International,HOM-007,Home,4.0,87.26762568396681,3.027000579699118,27.595639587172766,25.585048342737956
ORD-2024-051632,2024-07-24T00:00:00,CUST-013938,Casey Williams,alex.robinson2454@yahoo.com,+1-201-342-3341 ext 33,Wholesale,South,HOM-025,Home,4.0,81.05045542531015,1.6006144105671878,25.979900451850664,11.565736337598018
ORD-2025-024695,2025-04-18T00:00:00,CUST-015766,Alex Harris,parker.williams9946@spam.test,(312) 338-6166,Online,North,ELE-001,Electronics,4.0,141.00727913630672,2.575333369591508,43.08722010996382,11.257390292984274
ORD-2024-002948,2025-01-21T00:00:00,CUST-019544,,noah.moore1673@acme.com,+1 617 742 8222,Online,North,HOM-002,Home,3.0,52.69898407320762,3.6805188724473665,12.885391568412455,8.552083691501313
ORD-2025-045199,2025-05-20T00:00:00,CUST-017941,Cameron Miller,hayden.harris938@acme.com,425-302-9399,Online,West,APP-004,Apparel,2.0,71.29778366768085,2.789616517415826,10.76983543583944,8.13868871903696
ORD-2024-002660,2025-04-05T00:00:00,CUST-010871,,,785.246.2181,Retail,East,ELE-011,Electronics,3.0,156.3004252533764,0.7682219085969616,38.94541984994007,8.121179578424698
ORD-2024-039734,2025-05-19T00:00:00,CUST-010921,Aiden Taylor,parker.white3728@example.com,,Online,North,SPO-009,Sports,1.0,86.04127572043316,5.089783682938486,6.622312807657623,6.5264347787100245
ORD-2024-054658,2025-08-17T00:00:00,CUST-013341,,elliot.gonzalez4057@acme.com,+1-201-967-1223 ext 85,Wholesale,East,APP-024,Apparel,2.0,55.390517852613485,1.5344393707225867,8.460665622793012,7.033851156802933
ORD-2024-011700,2024-04-09T00:00:00,CUST-005461,Mia Perez,jordan.martin374@outlook.com,+1-702-246-5435 ext 19,Retail,South,APP-011,Apparel,2.0,30.823864144186537,1.1455840833089006,4.982608144655493,8.837246042775012
ORD-2024-057726,2025-05-29T00:00:00,CUST-014405,,morgan.moore559@contoso.com,,Retail,South,APP-006,Apparel,3.0,34.54268439108289,2.0226992414974534,8.17958622766329,9.116621194880238
ORD-2025-037219,2024-05-13T00:00:00,CUST-007575,Sawyer Ramirez,logan.miller9571@spam.test,+1 785 192 4717,Retail,East,SPO-025,Sports,4.0,102.10683131234961,2.1777923346127133,31.339582186629023,10.300922987808152
ORD-2025-038641,2024-08-08T00:00:00,CUST-007831,Liam Gonzalez,avery.sanchez6600@spam.test,425-622-2167,Online,South,ELE-020,Electronics,4.0,89.45904090965391,3.265276493185771,29.006196315985786,10.679597097123866
ORD-2025-057167,2024-10-01T00:00:00,CUST-014870,,,503.749.3343,Retail,International,HOM-025,Home,4.0,34.25852239823561,1.8732347251757204,11.34945033258418,25.465858004712096
ORD-2025-011313,2024-12-28T00:00:00,CUST-005919,,,,Online,West,APP-012,Apparel,2.0,57.58401060588873,5.911014004998693,8.536515810284554,8.187715939450346
ORD-2025-024109,2024-01-03T00:00:00,CUST-006646,Mia Lee,liam.hernandez4405@contoso.com,201-622-5786,Retail,South,BEA-019,Beauty,3.0,26.681376716435363,0.1628680460492104,6.184892741569883,9.287383621498332
ORD-2025-018027,2024-12-21T00:00:00,CUST-008445,Riley Johnson,sawyer.jones2367@acme.com,+1-646-156-4132 ext 22,Online,North,SPO-015,Sports,2.0,66.64230243266216,8.611089901172228,9.919145465592594,7.689148817613528
ORD-2024-053046,2025-05-01T00:00:00,CUST-006283,Finley Brown,skyler.martinez9500@outlook.com,,Online,West,SPO-024,Sports,1.0,83.9207950561792,1.241095596836236,6.380894835693393,6.367031114429298
ORD-2025-051539,2024-02-23T00:00:00,CUST-017536,Emma Garcia,olivia.wilson1833@spam.test,617.180.3867,Online,West,SPO-016,Sports,2.0,43.73574562721723,0.5807555498793249,7.1894495759084736,8.14430300825114
ORD-2024-003390,2025-04-10T00:00:00,CUST-007759,,,(312) 240-2571,Online,East,APP-005,Apparel,6.0,40.50185494257228,5.711823247358657,19.899046364069456,14.412488264273586
ORD-2024-024348,2024-06-25T00:00:00,CUST-014045,Sawyer Moore,taylor.thomas6118@example.com,(415) 966-3765,Wholesale,East,ELE-017,Electronics,3.0,94.28229664328452,15.191381397906934,21.484752330983873,8.905852078634544
ORD-2024-001818,2025-05-27T00:00:00,CUST-011553,,riley.miller8929@gmail.com,,Online,International,APP-003,Apparel,1.0,41.38010424926407,1.8501367794306574,3.0602948854366954,14.213228694109302
ORD-2024-058616,2025-08-03T00:00:00,CUST-014097,Liam Martinez,,+1 617 944 6061,Retail,International,BEA-010,Beauty,4.0,21.326754685941843,7.269640706469751,5.992899509928703,25.711992144519982
ORD-2024-013598,2024-08-12T00:00:00,CUST-009004,Ethan Robinson,taylor.brown504@example.com,,Online,West,BEA-024,Beauty,2.0,20.946718147633554,2.518431405390982,3.240811096508319,8.15484625650123
ORD-2025-016575,2024-04-24T00:00:00,CUST-004736,Reese Gonzalez,,+1-415-253-9289 ext 80,Retail,West,SPO-002,Sports,-4.0,81.27834064907842,0.2026090296208135,26.016641749021584,10.002831824755647
ORD-2024-015648,2025-06-18T00:00:00,CUST-015517,Cameron Smith,parker.wilson4063@spam.test,+1 503 357 1327,Wholesale,East,BEA-009,Beauty,4.0,30.211683970680998,0.2532734723574573,9.95577166738857,10.121462447355281
ORD-2025-002667,2024-05-21T00:00:00,CUST-003201,Logan Johnson,avery.davis7981@gmail.com,+1-646-745-2782 ext 98,Online,North,APP-023,Apparel,4.0,44.39687267398916,5.872851046916764,13.77392200857159,10.24689787559462
ORD-2024-019248,2024-03-14T00:00:00,CUST-011054,Reese Gonzalez,logan.brown2391@gmail.com,(646) 839-5489,Email,North,SPO-015,Sports,2.0,77.01917900789417,1.0430230962611207,12.196487520061142,8.06568850469814
ORD-2024-011178,2025-08-22T00:00:00,CUST-005762,Harper Hernandez,,+1-206-674-2121 ext 20,Online,International,ELE-001,Electronics,3.0,122.79063479119584,3.438564141913276,28.97285283442989,23.863065682185194
ORD-2024-058220,2025-07-07T00:00:00,CUST-008150,Finley Lopez,alex.thompson7938@yahoo.com,+1-312-102-5990 ext 63,Wholesale,International,BEA-009,Beauty,2.0,15.881478663405858,0.9524200389239176,2.383714398260868,16.891095685293568
ORD-2024-003044,2024-11-23T00:00:00,CUST-004443,,cameron.williams184@outlook.com,+1 702 340 7544,Online,South,HOM-009,Home,5.0,56.80487707468893,3093.5745303604494,21.573119985242382,12.437884647354096
ORD-2024-007256,2025-02-12T00:00:00,CUST-001384,,,,Retail,East,HOM-007,Home,1.0,46.10506642771495,4.790957572784848,3.390287517296772,5.882612466833988
ORD-2024-012544,2024-07-25T00:00:00,CUST-016549,,,(785) 361-1674,Retail,International,TOY-013,Toys,2.0,40.437571858089505,3.248797521752377,6.120887631836947,19.401518320356832
ORD-2024-024368,2025-05-02T00:00:00,CUST-004109,,avery.moore2152@acme.com,+1-201-431-5681 ext 96,Online,South,BEA-019,Beauty,2.0,25.652434478676955,1.4880759035857762,3.9726413489681067,8.072867551497138
ORD-2024-019390,2024-12-19T00:00:00,CUST-001270,Reese Perez,jordan.rodriguez9593@gmail.com,,Online,North,TOY-015,Toys,4.0,39.56197550733088,6.912913312325767,12.062396489611386,11.347312549715618
ORD-2024-031300,2024-10-15T00:00:00,CUST-003509,,mia.brown3571@contoso.com,702-528-3599,Wholesale,South,APP-007,Apparel,1.0,27.848265356625916,1.7030817874549702,2.0062642781092452,7.0997570562091346
ORD-2025-033097,2024-09-22T00:00:00,CUST-014884,Quinn Lee,sophia.harris7439@example.com,,Retail,North,APP-003,Apparel,3.0,50.92846519255562,0.2932988987627519,12.260026040240867,8.71220402833101
ORD-2025-027719,2024-04-21T00:00:00,CUST-002832,,,785.141.3906,Online,West,HOM-020,Home,4.0,66.22271624644948,13.3759167210569,20.391107250378827,11.019188539082636
ORD-2024-031938,2025-07-06T00:00:00,CUST-006844,Logan Thomas,cameron.robinson5800@gmail.com,,Email,East,ELE-021,Electronics,5.0,70.99177316091908,0.4076547997776675,27.85347315648271,12.562395186009958
ORD-2025-053475,2024-11-24T00:00:00,CUST-008316,Elliot Lopez,olivia.moore3908@acme.com,201.593.9977,Online,North,HOM-025,Home,2.0,35.11468772947674,0.7546960770903047,5.285118700142945,6.759324914856965
ORD-2024-053032,2025-01-31T00:00:00,CUST-019243,,jamie.jones3956@outlook.com,+1 415 790 5115,Online,International,TOY-020,Toys,1.0,46.54476572328343,2.5780365093683932,3.5632519720698044,13.826180149396734
ORD-2025-045161,2024-03-22T00:00:00,CUST-016582,Riley Perez,quinn.williams6896@example.com,,Online,West,SPO-013,Sports,1.0,91.9768521823602,0.8028484526345411,7.026260789199961,6.000133171664022
ORD-2025-040139,2024-02-27T00:00:00,CUST-019818,Skyler Taylor,logan.sanchez3716@spam.test,503-153-1779,Social,East,APP-020,Apparel,1.0,34.728299921696156,3.545965501397802,2.4139353793214853,6.2910421229017555
ORD-2025-054321,2024-07-06T00:00:00,CUST-018468,,parker.rodriguez707@example.com,785-340-7220,Email,North,TOY-016,Toys,5.0,40.67223659252448,1.549724606782694,16.369443507264666,12.726692374055272
ORD-2025-049025,2024-04-09T00:00:00,CUST-005103,Jordan Brown,kai.clark3344@example.com,,Retail,South,BEA-022,Beauty,1.0,12.40471434406162,1.133166007278736,0.9253286477616911,6.248821039026341
ORD-2025-047183,2025-05-22T00:00:00,CUST-019751,,casey.sanchez9771@outlook.com,+1 503 907 6223,Online,South,HOM-016,Home,2.0,70.34213419626778,0.5867199190413388,10.776047072735611,8.027236304076531
ORD-2025-054541,2025-06-15T00:00:00,CUST-015847,Sophia Lee,elliot.garcia7197@spam.test,,Online,North,TOY-012,Toys,4.0,26.813354204044515,2.8173823381204555,8.692761051989097,10.855348262980641
ORD-2025-057983,2025-07-22T00:00:00,CUST-019535,,olivia.moore9151@gmail.com,,Online,North,HOM-019,Home,1.0,60.0242114819156,2.598985818395143,4.759375227382204,5.426088563305882
ORD-2024-023296,2025-01-08T00:00:00,CUST-014523,Parker Taylor,jamie.moore6002@contoso.com,201.176.7663,Online,East,HOM-022,Home,2.0,41.89842754969875,4.304636418319871,6.424286442131509,6.908475529609089
ORD-2024-011512,2025-03-08T00:00:00,CUST-009780,,drew.lee6886@outlook.com,+1-425-440-6525 ext 69,Partner,West,ELE-005,Electronics,2.0,160.14980500356808,0.48010183281992624,25.221628006549636,7.3905265440046986
ORD-2024-018004,2025-05-03T00:00:00,CUST-007912,,,+1 425 627 4198,Retail,West,ELE-007,Electronics,2.0,94.8630856663658,0.9915961060458736,15.673457647689025,7.739716932842423
ORD-2024-004410,2025-02-14T00:00:00,CUST-003359,Liam Hernandez,skyler.harris5227@acme.com,646-935-6908,Online,South,HOM-009,Home,2.0,112.45879853272282,9.531204946452736,17.559334974504136,8.758968988843725
ORD-2024-032938,2025-06-22T00:00:00,CUST-007763,Kai Lewis,sawyer.brown5458@gmail.com,,Retail,International,BEA-002,Beauty,2.0,24.321687186078872,1.1079419747948158,3.7905380716756247,18.996225258081196
ORD-2025-014589,2025-03-04T00:00:00,CUST-005520,Jordan Johnson,sawyer.lewis9008@acme.com,(425) 924-1357,Online,East,HOM-017,Home,2.0,58.237701579349626,0.1960423352531202,9.262150167070965,7.444250679991644
ORD-2025-049361,2025-01-06T00:00:00,CUST-003468,,cameron.johnson797@contoso.com,785-497-6472,Wholesale,East,HOM-022,Home,4.0,61.66819764087631,6.0692967657411,18.541257816571846,11.230713290736249
ORD-2025-041183,2025-01-21T00:00:00,CUST-015924,Quinn Ramirez,hayden.davis9418@yahoo.com,+1-785-820-4073 ext 19,Online,South,BEA-002,Beauty,2.0,23.458545720308464,7.635838243260422,3.191147011608102,7.976254304969319
ORD-2025-043677,2025-08-31T00:00:00,CUST-016075,Cameron Ramirez,,(785) 342-2922,Online,South,BEA-003,Beauty,3.0,27.642705397533064,8.708268685234433,5.841227650613252,9.957224270494741
ORD-2024-030506,2024-06-01T00:00:00,CUST-006924,,,+1-206-384-4398 ext 90,Partner,West,SPO-013,Sports,5.0,61.76651385068189,1.8106379645797035,24.562215387015225,11.467332957823302
ORD-2025-008323,2024-07-16T00:00:00,CUST-006863,Noah Sanchez,jamie.moore7414@outlook.com,503-408-4279,Online,North,HOM-014,Home,2.0,79.64285488581858,1.9622279656055608,12.640201605378103,7.026043055918168
ORD-2025-032663,2024-08-02T00:00:00,CUST-002334,Skyler Martinez,ethan.white9831@contoso.com,503.805.8550,Online,North,HOM-001,Home,1.0,68.0260145826941,1.1738789474771731,5.217199012427595,5.910268344296027
ORD-2024-048478,2025-08-11T00:00:00,CUST-011649,Avery Brown,skyler.lewis8491@example.com,,Online,West,HOM-002,Home,2.0,67.65337964200853,5.191618795595089,10.07612433780068,8.228461230246086
ORD-2025-058923,2025-05-09T00:00:00,CUST-015465,,avery.ramirez8806@contoso.com,+1 617 166 3948,Social,International,HOM-007,Home,1.0,59.41385493571788,5.673912984577979,4.210285127703871,16.00369181772861
ORD-2024-034824,2024-09-14T00:00:00,CUST-002209,Noah Martinez,reese.robinson3872@example.com,+1 312 692 2628,Partner,North,APP-021,Apparel,5.0,48.85510964237846,1.8365359350601738,19.287755543089858,10.852158540319818
ORD-2024-030222,2025-02-23T00:00:00,CUST-006542,Cameron Ramirez,skyler.williams2523@spam.test,,Wholesale,South,HOM-002,Home,2.0,43.115039972480226,0.8371528068551612,6.786831804713404,7.625351517699784
ORD-2025-034729,2025-04-27T00:00:00,CUST-017542,,jamie.lopez9629@acme.com,+1 646 335 4593,Online,South,HOM-017,Home,3.0,77.35806034625155,1.1290362325696304,18.447587686724233,8.908241572003199
ORD-2024-009090,2025-03-14T00:00:00,CUST-017451,,,(425) 511-4396,Online,South,SPO-016,Sports,4.0,,4.320769147654217,30.114548894247527,10.282047383533008
ORD-2024-030336,2024-09-27T00:00:00,CUST-015005,Sophia White,jamie.harris5963@example.com,503.257.8837,Online,South,ELE-006,Electronics,3.0,131.15746347459617,1.3958439218803533,32.47494474819516,9.842201838158463
ORD-2025-025429,2024-10-21T00:00:00,CUST-008293,Mia Jones,elliot.harris4998@contoso.com,+1-646-307-4395 ext 82,Retail,East,ELE-020,Electronics,1.0,98.17047580463796,5.402163408923766,7.7034220103977775,5.843625644881334
ORD-2025-037117,2025-07-04T00:00:00,CUST-006467,,noah.wilson2044@contoso.com,+1-503-935-9963 ext 47,Online,International,APP-016,Apparel,1.0,46.79391380719519,8.762537734814707,2.9039812622508054,16.102885000496798
ORD-2025-013971,2024-07-15T00:00:00,CUST-019299,Harper White,,,Online,West,ELE-010,Electronics,-3.0,123.31775850577375,6.39325299630114,28.234324022847858,9.212626602008548
ORD-2025-037199,2024-11-29T00:00:00,CUST-003187,Alex Robinson,hayden.garcia3677@acme.com,+1 206 575 2484,Online,West,SPO-024,Sports,2.0,50.4310664892268,9.020962339141287,7.177127282655634,7.70869654722921
